City ST Country,Population (k),Elevation (m),Avg. Temp (C),High Temp (C),Low Temp (C),Rainfall (cm),Snowfall (cm),Rel. Humid (%),Wind (km/h),Continent,Lat (N/S),Lon (E/W)
Greeley CO USA,97,1416,8,31,-12,30,88.2,56.7,11.2,North America,40.42,-104.71
Avalon CA USA,4,151,15,23,8,30,0,65,10.9,North America,33.34,-118.33
Ganja Azerbaijan,322,468,13.5,31.7,-2.3,29.8,3,50,5.6,Middle East,40.69,46.37
Boise ID USA,214,865,11.4,32.9,-4.4,29.7,48.8,54.2,12.6,North America,43.62,-116.21
Ephraim UT USA,6,1705,8.6,32,-10.6,29.7,32.3,49,11.3,North America,39.36,-111.59
Tucson AZ USA,526,787,20.8,37.9,3.9,29.5,1.5,42,12.7,North America,32.22,-110.93
Tok AK USA,1,588,-4.2,21.1,-28.3,29.5,79,64,29,North America,63.34,-142.99
San_Jose_del_Cabo BS Mexico,70,10,23.8,33.8,12,29.3,0,50,6.9,Latin America,23.06,-109.69
Fresno CA USA,510,99,18,36.9,3.3,29.2,0,58.9,10,North America,36.75,-119.77
Mascara Algeria,781,590,16.5,35,2.2,29,0,62.9,7.3,Africa,35.40,0.14
Mildura VIC Australia,30,49,17,32,4,29,0,61,14,Oceania,-34.21,142.12
Hamilton MT USA,5,1109,7,29,-8,29,109,66,8.6,North America,46.25,-114.15
Sarajevo Bosnia_Herzegovina,527,518,9,25,-5,29,3,76.5,8,Europe,43.86,18.41
Hemet CA USA,82,488,18.3,37.2,3,28.9,3,58.5,7.4,North America,33.75,-116.97
Yellowknife NT Canada,20,206,-4.3,21.3,-29.5,28.9,157.6,66.6,12.8,North America,62.45,-114.37
Point_Hope AK USA,1,1,-8.1,9.9,-25.7,28.8,104.9,76.3,24.2,North America,68.35,-166.81
Helena MT USA,30,1220,7.4,29.8,-10.6,28.5,61.2,56.9,11.3,North America,46.59,-112.02
Havre MT USA,10,791,6.4,29.4,-13.8,28.5,99.1,61.7,14.6,North America,48.55,-109.68
Glennallen AK USA,1,732,-4.8,19.3,-29,28.4,124.7,56,17.7,North America,62.11,-145.56
Taloqan Afghanistan,196,801,14.8,36.7,-3.9,28.2,0,44,4.3,Middle East,36.73,69.54
Whitehorse YK Canada,23,701,0.2,21.6,-20.4,28.2,114.6,72,5.3,North America,60.72,-135.06
Nakhchivan Azerbaijan,75,886,12.8,34.7,-4,27.9,3,52.8,6.3,Middle East,39.33,45.49
Laramie WY USA,32,2216,6,25.7,-10.7,27.9,106,56,19.2,North America,41.31,-105.59
Kotzebue AK USA,3,3,-5.1,15.3,-23.1,27.9,151.9,78.5,19.3,North America,66.90,-162.60
Cut_Bank MT USA,3,1174,5.6,26.3,-11.4,27.7,84.8,62,20.2,North America,48.63,-112.33
Yerevan Armenia,1060,889,11.6,33,-8.1,27.5,2,62.9,12,Middle East,40.18,44.50
Fairbanks AK USA,33,132,-2.4,22.6,-27.2,27.5,165.1,69.3,7.6,North America,64.84,-147.72
Bojnurd Iran,200,1126,13.3,32.4,-3.4,27.2,0,51,6.2,Middle East,37.47,57.31
Twin_Falls ID USA,46,1264,9.9,31.9,-6.8,27.2,52,57.5,16.9,North America,42.56,-114.46
Alice_Springs NT Australia,25,545,21,36,3,27,0,39.6,16,Oceania,-23.70,133.88
Amman Jordan,4008,772,17,31,3,27,0,57.9,16,Middle East,31.95,35.93
Kabul Afghanistan,3414,1790,12,31,-5,27,0,49,12,Middle East,34.56,69.21
Whyalla SA Australia,23,13,18,28.8,7.3,27,0,55.5,9.9,Oceania,-33.04,137.58
Anadyr Russia,15,61,-7,13,-24,27,11.2,81,20,Asia,64.73,177.50
Salmon ID USA,3,1232,7,31,-14,26.9,63.5,58,5.6,North America,45.18,-113.90
Misrata Libya,281,32,20,30,10,26.5,0,70,17,Africa,32.33,15.10
Sanaa Yemen,2980,2189,20,28,10,26.5,0,45,17,Middle East,15.37,44.19
Tikrit Iraq,160,111,22.8,43.6,9.1,26.4,0,45,8.7,Middle East,34.62,43.66
Carson_City NV USA,56,1445,10,31.7,-6.4,26.3,66.3,49,9.7,North America,39.16,-119.77
Benghazi Libya,632,25,19,29,9,26.2,0,69.7,10.5,Africa,32.12,20.09
San_Diego CA USA,1356,43,17.6,24.7,9.1,26.2,0,71.3,10.9,North America,32.72,-117.16
Alamogordo NM USA,31,1247,16,35,-1,26,26.9,39,10.3,North America,32.90,-105.96
Riverside CA USA,317,468,17.8,34.7,3.9,26,0,59.5,8,North America,33.95,-117.40
Alexandria Egypt,4617,7,20,30,10,26,0,71.3,16,Africa,31.20,29.92
Nador Morocco,162,19,18,30,7.2,26,0,77.5,8.1,Africa,35.17,-2.93
Gunnison CO USA,6,2336,6,27,-22,26,210.8,59,8,North America,38.55,-106.93
Al_Fashir Sudan,263,730,25,38,9,25.9,0,35,7.4,Africa,13.62,25.35
Baker_City OR USA,10,1027,7.4,29.4,-8.6,25.8,68.6,59.5,10.5,North America,44.77,-117.83
Ulan_Ude Russia,414,515,-1.3,25,-30,25.6,8,67,7.2,Asia,51.82,107.61
Juarez CH Mexico,1321,1135,17.9,35.7,-0.2,25.4,0,40,7.7,Latin America,31.69,-106.42
Namangan Uzbekistan,476,442,14.3,35,-3,25.3,0,62.6,6.3,Asia,41.01,71.64
Benguela Angola,128,10,23.5,33,20,25.3,0,79.7,6.2,Africa,-12.59,13.42
Kassala Sudan,419,499,30,37,22,25.1,0,43,9,Africa,15.46,36.40
Kalgoorlie WA Australia,33,359,18,33,5,25,0,53.5,16,Oceania,-30.75,121.47
Manta Ecuador,218,6,25,30,20,25,0,78,7.8,South America,-0.97,-80.71
Santa_Cruz Canary_Islands,206,46,20,29,14,25,0,61,10.9,Africa,28.46,-16.25
Kamloops BC Canada,90,345,7,28,-8,25,78,66,10.7,North America,50.67,-120.33
Hailar IM China,345,676,2,25,-32,25,11.7,68,8.7,Asia,49.21,119.74
Ely NV USA,4,1908,7.2,30.9,-11.7,24.9,129,48.8,15.3,North America,39.25,-114.87
Albuquerque NM USA,556,1623,14,32.3,-3.3,24.1,24.4,40.2,13.5,North America,35.09,-106.61
Visalia CA USA,128,89,17,37,2,24,0,71.5,7.2,North America,36.33,-119.29
Marrakech Morocco,929,465,20,36,6,24,0,57.5,9,Africa,31.63,-7.98
Mashhad Iran,2766,979,14,33,-5,24,2,53,14,Middle East,36.26,59.62
Holbrook AZ USA,5,1664,12,33,-6,24,23,48,14.1,North America,34.90,-110.16
Chinle AZ USA,5,1688,11,33,-7,24,17,48,10.1,North America,36.15,-109.55
Aktau Kazakhstan,152,766,3.2,31,-4,24,6,65.3,14.6,Asia,43.64,51.20
Montrose CO USA,19,1755,9,31,-10,24,81,52,10.5,North America,38.48,-107.88
Longyearbyen Svalbard,2,28,-6,7,-18,24,12,73.5,17,Europe,78.22,15.63
Grand_Junction CO USA,60,1477,11.5,34,-8.3,23.9,48.5,47.3,12.7,North America,39.06,-108.55
Baku Azerbaijan,2137,61,13,30,1.7,23.9,0,69,9.6,Middle East,40.41,49.87
Rawlins WY USA,10,2067,5.8,28.7,-11.2,23.6,98,53,20.1,North America,41.79,-107.24
Moses_Lake WA USA,21,360,10.3,31.6,-5.2,23.1,44,70,9.7,North America,47.13,-119.28
Tijuana BN Mexico,1301,20,17.8,28.1,6.9,23.1,0,75,6.2,Latin America,32.48,-117.00
Casa_Grande AZ USA,50,432,20,41,1,23,0,39,9.2,North America,32.91,-111.77
Tehran Iran,8154,1190,17,36,-1,23,1,43.8,19,Middle East,35.69,51.39
Ontario OR USA,11,667,10,35,-7,23,51,56,9.7,North America,34.06,-117.65
Riverton WY USA,11,1758,6.7,29.8,-13.7,23,53.1,59,12.7,North America,43.02,-108.38
Cody WY USA,10,1553,7,29,-11,23,88,50,12.2,North America,44.53,-109.06
Rio_Gallegos Argentina,98,18,8,20.1,-1.9,23,2,64.1,29.2,South America,-51.62,-69.22
Torreon CA Mexico,609,1123,22.1,35.4,6.8,22.8,0,50,5.9,Latin America,25.54,-103.41
Ensenada BN Mexico,520,21,17.2,26.3,6.9,22.7,0,80,5.8,Latin America,31.87,-116.60
Ciudad_Obregon SO Mexico,433,30,26,40,9.7,22.4,0,59,6.2,Latin America,27.48,-109.93
Mendoza Argentina,1056,703,17,32,2.4,22.3,0,54.4,9.6,South America,-32.89,-68.85
Astrakhan Russia,526,17,9.6,31,-10,22.2,5,70,10.1,Asia,46.36,48.06
Agadir Morocco,422,22,18,26,8,22.2,0,74,14,Africa,30.43,-9.60
Shebergan Afghanistan,178,361,17.2,39.8,-1.7,22,0,53,10.2,Middle East,36.68,65.75
Herat Afghanistan,436,1016,15,36,-2,22,0,56,12.7,Middle East,34.35,62.20
El_Paso TX USA,674,1194,17.8,35.6,-0.3,22,14.5,38.6,12.9,North America,31.76,-106.49
Jalalabad Afghanistan,356,564,16,32,2,22,0,58,4.3,Middle East,34.42,70.47
Kismayo Somalia,183,10,27,31,22,22,0,81,12.9,Africa,-0.36,42.55
Abha Saudi_Arabia,211,2083,18,29,7,21.8,0,65.5,17,Middle East,18.25,42.51
Rock_Springs WY USA,25,2058,6.4,28.8,-10.8,21.8,118.6,54,17.7,North America,41.59,-109.20
Bandari_Bushehr Iran,195,6,24.9,37,12,21.7,0,58.4,11.1,Middle East,28.92,50.82
Socorro NM USA,9,1390,14.5,35.2,-6.2,21.7,12.9,33.5,12.7,North America,34.06,-106.89
Kingman AZ USA,28,1050,16.8,36.2,-0.4,21.3,10,49,14.8,North America,35.19,-114.05
Winnemucca NV USA,8,1309,9.6,34,-8.1,21.1,53.1,49.4,12.9,North America,40.97,-117.74
Yakima WA USA,93,324,9.8,31.1,-5.9,21.1,54.9,62.5,10.5,North America,46.60,-120.51
Ar_Raqqah Syria,220,249,18,39,2,21,0,54,9.3,Middle East,35.96,39.00
Mazari_Sharif Afghanistan,578,391,17,38,-1,21,0,57,6.8,Middle East,36.69,67.12
Karachi Pakistan,27500,21,26,33,12,21,0,61.3,12,Asia,25.07,67.28
Mountain_Home ID USA,14,913,11,33,-5,21,37,56.9,12.7,North America,43.13,-115.69
Wenatchee WA USA,33,379,10,31,-6,21,69,66,11.4,North America,47.42,-120.31
Vernal UT USA,11,1602,8,31,-15,21,58.4,56.1,6.8,North America,40.46,-109.53
Trelew Argentina,99,39,13.6,29.3,0.9,21,0,53.6,25.1,South America,-43.25,-65.31
Praia Cape_Verde,131,35,24,29,19,21,0,63,11,Africa,14.93,-23.51
Comodoro_Rivadavia Argentina,117,46,13.1,26,2.8,21,0,51.2,25.1,South America,-45.87,-67.48
Ahvaz Iran,1137,21,25,42,8,20.9,0,43.5,16,Middle East,31.32,48.67
Qarshi Uzbekistan,223,385,16.1,37,0,20.7,0,52.7,9.6,Asia,38.86,65.78
Navoiy Uzbekistan,126,390,14.8,37,-2,20.6,0,52.6,10.6,Asia,40.10,65.37
Phoenix AZ USA,1513,338,23.9,41.2,7.1,20.3,0,40,9.8,North America,33.45,-112.07
Cabo_San_Lucas BS Mexico,68,15,23,33.7,12.7,20.3,0,50,7.9,Latin America,22.89,-109.91
Turkestan Kazakhstan,227,209,12,36,-9,20,5,53,9,Asia,43.31,68.23
Farmington NM USA,45,1677,10,33,-7,20,37,49,13.7,North America,36.73,-108.22
Moab UT USA,5,1503,11,33,-8,20,72,45,10.3,North America,38.57,-109.55
Sfax Tunisia,330,22,18,31,6,20,0,65.5,14,Africa,34.74,10.76
Yakutsk Russia,282,103,-10.1,25.5,-41.5,20,5,69,6.1,Asia,62.04,129.68
Ashgabat Turkmenistan,1032,236,17.1,38.3,-0.4,19.9,0,55,9,Asia,37.96,58.33
Almeria Spain,192,21,18.7,30.7,8.2,19.6,0,66,17,Europe,36.83,-2.46
Burao Somalia,288,1032,22,31,12,19.5,0,56,11.8,Africa,9.53,45.53
Lancaster CA USA,160,713,16.3,35.8,-1.5,19.2,8.6,40.2,17.6,North America,34.69,-118.15
Damascus Syria,1711,610,16,35,0,19,0,54.2,14,Middle East,33.51,36.28
Kennewick WA USA,77,123,12.2,33,-3.4,19,24.1,60,10.3,North America,46.21,-119.14
Kayenta AZ USA,5,1731,11,33,-8,19,32,37,7,North America,36.73,-110.25
Gabas Tunisia,374,4,20,31,8,19,0,64.5,14,Africa,33.89,10.10
Tiksi Russia,5,7,-13,11.8,-33.4,19,13.1,82,17.3,Asia,71.64,128.86
Pond_Inlet NU Canada,2,4,-14.6,10.5,-37.1,18.9,131.9,72,10,North America,72.70,-77.96
Reno NV USA,233,1342,12.1,33.4,-3.9,18.8,55.4,45.6,10.6,North America,39.53,-119.81
Hail Saudi_Arabia,701,1012,22,37,4,18.6,0,35.5,12,Middle East,27.51,41.72
Alamosa CO USA,10,2299,5.3,27.9,-18.7,18.5,70.1,54.6,13,North America,37.47,-105.87
Hyderabad Pakistan,3429,41,27,42,10,18.1,0,54.5,9.5,Asia,25.40,68.36
Kandahar Afghanistan,492,1014,18,40,-1,18,0,36,6.1,Middle East,31.63,65.74
Massawa Eritrea,53,10,31,37,25,18,0,67,19,Africa,15.61,39.46
Delta UT USA,4,1452,10,34,-10,18,54,52,10.6,North America,39.35,-112.58
Sirte Libya,80,13,20,29,10,18,0,70.5,19,Africa,31.19,16.57
General_Roca Argentina,89,236,14.6,32,1,17.8,0,55.9,9.8,South America,-39.03,-67.59
Balkanabat Turkmenistan,121,9,14.3,42,-3,17.7,0,51.4,15.2,Asia,39.52,54.34
Kut Iraq,374,22,23.8,46,7,17.5,0,46.9,13.1,Middle East,32.52,45.85
Atyrau Kazakhstan,168,-22,9.9,33.4,-9.9,17.5,7,63,14.8,Asia,47.09,51.92
Las_Cruces NM USA,101,1232,16.9,35.8,-2,17.3,10.2,43.5,12.5,North America,32.32,-106.76
Bandari_Abbas Iran,436,10,27,37,13,17.1,0,68,17,Middle East,27.18,56.27
Multan Pakistan,3117,122,25,40,7,17,0,58,8,Asia,30.16,71.52
Laghouat Algeria,477,765,17,38,1,17,1,51,8.5,Africa,33.80,2.87
Kerman Iran,534,1753,18,33,1,17,0,32.5,25,Middle East,30.28,57.08
Beersheba Israel,197,206,20,32.8,7.5,17,0,55,12,Middle East,31.25,34.79
Birjand Iran,178,1490,18,34,1,16.9,0,34,14,Middle East,32.86,59.23
Exeter England UK,118,29,10,21,2,16.8,0,80,15,Europe,50.72,-3.53
Bakersfield CA USA,364,150,18.4,36.2,3.9,16.5,0.8,54.1,10.1,North America,35.37,-119.02
Djibouti Djibouti,219,18,30,38,23,16.4,0,64.5,14,Africa,11.83,42.59
Maspalomas Canary_Islands,36,32,20.4,26.1,13.9,16.4,0,63.9,13.7,Africa,27.76,-15.59
Resolute NU Canada,0,67,-15.7,7.3,-35.8,16.1,111.2,75.5,20.3,North America,74.70,-94.83
Dubai UAE,2753,4,27,39,14,16,0,58.8,14,Middle East,25.20,55.27
Ciudad_Constitucion BS Mexico,44,50,22.2,37.1,7.7,16,0,66,7.6,Latin America,25.04,-111.66
Tejen Turkmenistan,52,188,17.2,40,0,15.9,0,49.9,9.7,Asia,37.37,60.50
Alert NU Canada,0,65,-17.7,6.1,-37,15.8,184.6,75.8,9.5,North America,82.50,-62.35
Bukhara Uzbekistan,263,229,15.7,37,-2,15.3,0,51.7,11.4,Asia,39.77,64.46
Fallon NV USA,8,120,12.4,35.6,-5.6,15.2,17.8,43.7,9,North America,39.47,-118.78
Kyzylorda Kazakhstan,170,138,10.8,34.3,-10.3,15.1,2,54,9.4,Asia,44.85,65.48
Taif Saudi_Arabia,1200,1981,23.3,33,8,15.1,0,44.8,13.1,Middle East,21.44,40.51
Baghdad Iraq,7181,34,22,43,3,15,0,42.5,14,Middle East,33.31,44.36
Basrah Iraq,2750,2,25,42,7,15,0,49.5,14,Middle East,30.51,47.78
Khartoum Sudan,5185,379,30,38,19,15,0,28.5,14,Africa,15.50,32.56
Muscat Oman,25,14,28,38,18,15,0,61.7,12,Middle East,23.59,58.41
Gafsa Tunisia,337,313,19,38,3,15,0,56,7.7,Africa,34.43,8.78
Mesquite NV USA,16,591,19.2,42.1,-1.4,14.9,0,37.5,11.3,North America,36.81,-114.07
Palm_Springs CA USA,46,136,23.3,41.8,6.9,14.5,0,67.5,12.4,North America,33.83,-116.55
Nawabshah Pakistan,1135,38,26,43,5,14.2,0,52,8.2,Asia,26.24,68.39
Mary Turkmenistan,1480,225,17,39,0,14,0,47.7,10.5,Asia,37.61,61.86
Tataouine Tunisia,96,238,20.1,37.2,5,13.9,0,55,8.3,Africa,32.92,10.45
Liberia Costa_Rica,57,172,27.6,35.9,20.7,13.8,0,72,7.5,South America,10.63,-85.44
Las_Palmas Canary_Islands,382,24,20.7,27.1,14.7,13.4,0,68,13.2,Africa,28.12,-15.44
Ras_Al_Khaimah UAE,263,31,27,41,14,13.3,0,57,9,Middle East,25.67,55.98
Al_Amarah Iraq,512,14,25,43,7,13,0,43,19,Middle East,31.85,47.15
Biskra Algeria,730,86,22,38,7,13,0,41.5,19,Africa,34.84,5.75
Turkmenabat Turkmenistan,235,192,15.5,36.4,-3.3,13,0,54.7,11,Asia,39.00,63.57
Ovalle Chile,113,381,15,28,4,13,0,75,5.5,South America,-30.60,-71.20
Dakhla Morocco,70,10,20,25,15,13,0,79.2,27,Africa,23.72,-15.93
Upernavik Greenland,1,63,-7,8,-23.2,13,12,84,9,North America,72.79,-56.14
Pahrump NV USA,37,858,16.7,38.7,-3,12.1,1.3,41.5,15.3,North America,36.21,-115.98
Ramadi Iraq,375,80,22,43,3,12,0,48,8.4,Middle East,33.44,43.28
Lake_Havasu_City AZ USA,53,146,21,42,1,12,0.5,34.5,15,North America,34.48,-114.32
Aqaba Jordan,188,50,24,37,10,12,0,49.6,20,Middle East,29.53,35.01
Wendover UT USA,2,1291,11,33,-6,12,20,42.1,10.2,North America,40.74,-114.04
Chabahar Iran,120,18,26.1,35.3,14.6,11.7,0,68.9,9.9,Middle East,25.30,60.65
Kuwait_City Kuwait,2400,54,26,44,7,11.6,0,37,19,Middle East,29.38,47.98
Puerto_del_Rosario Canary_Islands,37,30,19,27.2,14.2,11.6,0,70,12.7,Africa,28.50,-13.86
Barrow AK USA,4,9,-11.2,8.3,-28.6,11.4,95.8,82.7,20.3,North America,71.29,-156.79
Mecca Saudi_Arabia,2000,161,31,42,18,11.2,0,46.5,8,Middle East,21.39,39.86
Nukus Uzbekistan,304,78,12.3,36,-8.8,11.1,1,50.9,8.6,Asia,42.46,59.62
Victorville CA USA,121,875,16,36,1,11,7,45.5,17,North America,34.54,-117.29
Esfahan Iran,1756,1589,16,35,-1,11,0,37,14,Middle East,32.65,51.67
Hawthorne NV USA,3,1296,11,33,-7,11,24,50,9,North America,38.52,-118.62
Arrecife Canary_Islands,57,14,20.7,28.8,13.7,11,0,71,12.9,Africa,28.97,-13.56
Tantan Morocco,75,49,20.6,28,10,11,0,63.2,12.1,Middle East,28.44,-11.10
La_Serena Chile,210,145,14,21,8,11,0,80,14,South America,-29.90,-71.25
Sohar Oman,222,3,27,37,15,10.9,0,72,14,Middle East,24.35,56.71
Las_Vegas NV USA,603,658,20.8,40.1,3.7,10.7,0.8,37.5,14.2,North America,36.17,-115.14
Oskemen Kazakhstan,287,291,2,27,-20,10.5,2,69.5,8.5,Asia,49.97,82.60
Dasoguz Turkmenistan,167,86,12.9,36,-6,10.2,0,57.7,12.2,Asia,41.84,59.97
Prudhoe_Bay AK USA,2,2,-11.1,11.7,-30.2,10.2,85.6,82.7,24.1,North America,70.26,-148.34
Riyadh Saudi_Arabia,5677,611,26,42,8,10,0,29.2,14,Middle East,24.71,46.68
Twentynine_Palms CA USA,26,615,20,40,1,10,0,48.5,14,North America,34.14,-116.05
Arequipa Peru,785,2520,15,21,7,10,0,45.4,17,South America,-16.41,-71.54
Urgench Uzbekistan,150,104,13.4,35,-6,9.5,0,55.2,12.3,Asia,41.53,60.62
Nouakchott Mauritania,968,3,26,35,15,9.4,0,52,19,Africa,18.07,-15.96
Al_Ain UAE,650,299,28,43,13,9,0,45,12,Middle East,24.13,55.80
Ridgecrest CA USA,29,68,18,39,-1,8.9,2.8,50,9.7,North America,35.62,-117.67
Dammam Saudi_Arabia,1034,11,26.3,43,11,8.8,0,55.1,16.2,Middle East,26.39,49.98
Puerto_Penasco SO Mexico,57,10,22.1,35.9,7.5,8.8,0,72,7.4,Latin America,31.33,-113.53
El_Centro CA USA,43,-2,22.8,41.9,4.7,8.6,0,51.5,11.8,North America,32.79,-115.56
Hofuf Saudi_Arabia,1500,171,27,44,10,8.3,0,38,19,Middle East,25.31,49.63
Zahedan Iran,561,1369,20,35,2,8.2,0,32.5,19,Middle East,29.45,60.88
Blythe CA USA,20,121,23,42,5,8,0,40.5,12.3,North America,33.62,-114.59
Mecca CA USA,9,-5,22.3,41.7,3.3,8,0,47.5,10.8,North America,33.57,-116.08
Doha Qatar,797,10,27,40,13,8,0,68.8,19,Middle East,25.29,51.53
San_Juan Argentina,739,597,17.9,34.6,1.1,8,0,52.8,11.7,South America,-31.54,-68.54
Tumbes Peru,112,27,25,30,20,8,0,76.5,14,South America,-3.56,-80.43
Port_Said Egypt,571,6,21,29,11,8,0,72,22,Africa,31.27,32.30
Abu_Arish Saudi_Arabia,221,67,30.4,40,21,7.9,0,66.9,11.5,Middle East,16.97,42.84
Salalah Oman,197,20,25,32.8,17.8,7.9,0,70.8,9.7,Middle East,17.05,54.11
Eureka NU Canada,0,10,-18.8,9.3,-41.1,7.9,60.3,70.1,11,North America,79.99,-85.94
Sukkur Pakistan,905,67,26,42,7,7.8,0,49,7,Asia,27.72,68.82
Port_Sudan Sudan,490,2,28,37,21,7.6,0,63,14,Africa,19.59,37.19
El_Oued Algeria,135,84,21.6,40,5,7.4,0,57.2,7.9,Africa,33.37,6.85
Mexicali BN Mexico,690,3,24,41,5,7,0,43,6.5,Latin America,32.62,-115.45
Manama Bahrain,157,2,26,37,14,7,0,63.5,20,Middle East,26.23,50.59
Yuma AZ USA,92,63,22,40.6,4.7,6.7,0,34.5,12,North America,32.69,-114.63
Qurayyat Saudi_Arabia,145,500,20.2,38,3,6.1,0,43.1,12.2,Middle East,31.33,37.36
Najaf Iraq,1390,32,24,42,6,6,0,37,16,Middle East,32.03,44.33
Abu_Dhabi UAE,2784,27,27,41,13,5.7,0,58.8,16,Middle East,24.45,54.38
Sullana Peru,182,62,24,33,18,5.1,0,64.9,15.8,South America,-4.90,-80.69
Medina Saudi_Arabia,1183,630,27,41,12,5,0,24,16,Middle East,24.52,39.57
Assab Eritrea,101,8,30,40,19,5,0,60,11.6,Africa,13.01,42.74
Yanbu_Al_Bahr Saudi_Arabia,188,1,27,37,15,5,0,56.5,19,Middle East,24.02,38.19
Yazd Iran,486,1221,18.2,39.5,-0.8,4.8,0,32.3,6.4,Middle East,31.90,54.36
Laayoune Morocco,196,4,21.6,31,12,4.8,0,63.3,13.1,Africa,27.15,-13.20
Jeddah Saudi_Arabia,3456,11,28,37,18,4.5,0,61.7,12,Middle East,21.29,39.24
El_Menia Algeria,41,396,21,40,3,4,0,39,14,Africa,30.60,2.89
Al_Hudaydah Yemen,400,7,30,35,25,4,0,63,30,Middle East,14.79,42.97
Aden Yemen,1761,3,29,35,24,4,0,70,30,Middle East,12.79,45.02
Ismailia Egypt,367,13,21,34,8,4,0,62.5,12,Africa,30.60,32.27
Qaanaaq Greenland,1,16,-11.2,7.4,-28.4,4,8,67,10.4,North America,77.47,-69.23
Tacna Peru,242,696,18.2,28,9.9,3.6,0,63.9,5.3,South America,-18.01,-70.25
Vallenar Chile,52,449,16,27,7,3.2,0,73,5.2,South America,-28.58,-70.76
Hun Libya,31,207,21,38,2,3,0,48,8.3,Africa,28.64,15.97
Tabuk Saudi_Arabia,535,769,22,37,4,3,0,34.5,12,Middle East,28.38,36.57
Giza Egypt,4240,149,21,35,8,3,0,56,7.9,Africa,30.01,31.21
Cairo Egypt,10230,74,21,33,9,2,0,59.2,12,Africa,30.04,31.24
Chiclayo Peru,524,33,22,30,16,2,0,75.5,19,South America,-6.78,-79.84
North_Pole Arctic_Ocean,0,3,-17.5,2,-35,2,2,86,25,North America,65.25,-60.46
Nouadhibou Mauritania,140,3,22,28,15,1.8,0,69.5,30,Africa,20.94,-17.04
Siwa_Oasis Egypt,23,-15,21.5,38,6,1.2,0,45.1,12.1,Africa,29.20,25.52
Reggane Algeria,34,291,26,45,7,1,0,32,8.9,Africa,25.28,-1.52
Luxor Egypt,507,88,25,40,7,1,0,42.1,9,Africa,25.69,32.64
Al_Jawf Libya,17,382,23,38,5,1,0,38,7.5,Africa,24.21,23.33
Suez Egypt,566,6,22,36,9,1,0,44,7.6,Africa,29.97,32.55
Copiapo Chile,203,370,17,29,5,1,0,68,5.1,South America,-27.37,-70.33
Chimbote Peru,335,10,21,26,16,1,0,82,20,South America,-9.06,-78.59
Arica Chile,158,54,19,26,13,1,0,74.5,17,South America,-18.48,-70.31
Iquique Chile,182,47,18,25,12,1,0,71.5,19,South America,-20.23,-70.14
Antofagasta Chile,391,120,17,23,11,1,0,77,17,South America,-23.65,-70.40
Walvis_Bay Namibia,100,0,15,19,11,1,0,89.5,27,Africa,-22.94,14.52
Chincha_Alta Peru,154,110,19.1,28,16,0.8,0,79.8,13.7,South America,-13.43,-76.14
Sharm_El_Sheikh Egypt,73,35,25.6,37.5,13.3,0.7,0,68,8.7,Africa,27.92,34.33
Ica Peru,220,409,18.7,28,15,0.6,0,76.7,15.2,South America,-14.08,-75.73
Lima Peru,8473,13,20,26,15,0.6,0,84.2,14,South America,-12.05,-77.04
Murzuq Libya,13,449,23.5,39,6,0.5,0,41.7,10.6,Africa,25.92,13.93
Trujillo Peru,683,29,20,25,16,0.3,0,83.5,16,South America,-8.11,-79.02
Aswan Egypt,290,193,26,39,11,0.1,0,27.5,17,Africa,24.09,32.90
Mut Egypt,25,111,22,39,4,0.1,0,30,7.4,Africa,25.48,28.98
Kharga Egypt,67,72,25,37,9,0.1,0,39,19,Africa,25.44,30.56
Bawiti Egypt,30,128,21,36,4,0.1,0,48,8.1,Africa,28.35,28.85
Atar Mauritania,25,224,28,40,15,0,0,29,17,Africa,20.51,-13.05
Lake_Bull Antarctica,0,226,-19.8,4.7,-42.6,0,10,37.8,17.4,Antarctica,-77.53,161.72
San_Martin_Base Antarctica,0,8,-5.1,4.2,-17.1,0,31,78,19.9,Antarctica,-68.13,-67.10
Oasis_Antarctica,0,28,-8.5,4,-24,0,21,55,16.1,Antarctica,-82.86,135.00
Esperanza_Base Antarctica,0,13,-5.3,3.2,-15.1,0,50,80,28.2,Antarctica,-63.40,-56.99
Deception_Island Antarctica,0,7,-3,2,-11,0,56,86,46,Antarctica,-62.94,-60.56
Vernadsky_Station Antarctica,0,3,-5,2,-15,0,45,85,20,Antarctica,-82.86,135.00
Casey_Base Antarctica,0,40,-8,2,-18,0,28,72.5,43,Antarctica,-66.28,110.53
Davis_Station Antarctica,0,12,-10,2,-20,0,8,62,20,Antarctica,-68.58,77.97
Mawson_Station Antarctica,0,8,-11,2,-21,0,25,57,49,Antarctica,-67.60,62.87
Mirny Antarctica,0,29,-10.5,1,-21,0,62,69,54,Antarctica,-66.55,93.01
Cape_Denison Antarctica,0,1,-12.5,1,-22,0,25,73,71,Antarctica,-67.01,142.66
Marambio_Base Antarctica,0,-5,-8.9,0.5,-18.8,0,70.9,72,35.3,Antarctica,-64.24,-56.63
McMurdo_Station Antarctica,0,7,-16.9,-1,-31,0,20.3,63.5,22,Antarctica,-77.84,166.69
Scott_Base Antarctica,0,16,-20.2,-1.4,-37.4,0,18.5,35,20,Antarctica,-77.85,166.76
Little_America Antarctica,0,42,-22,-2,-41,0,26.3,83,54,Antarctica,-77.50,-162.00
Ellsworth_Station Antarctica,0,42,-22,-5,-37,0,8,50,14.8,Antarctica,-82.86,135.00
